,location,price,type,bedrooms,bathrooms,furnishing,listed by,super builtup area (ft²),carpet area (ft²),bachelors allowed,maintenance (monthly),total floors,car parking,floor no,facing,project name
1583,"SARASWATHIPURAM, TUMAKURU,KARNATAKA","₹ 4,500",Houses & Villas,1,1,Semi-Furnished,Owner,400,400,Yes,4500,1,1,1,East,
1584,"KODIHALLI, BENGALURU,KARNATAKA","₹ 23,000",Builder Floors,3,2,Semi-Furnished,Owner,1600,1580,Yes,2000,4,1,1,North,
1585,"BASHYAM CIRCLE (RAJAJINAGARA 6TH BLOCK), BENGALURU,KARNATAKA","₹ 6,500",Builder Floors,1,1,Unfurnished,Owner,450,350,No,0,2,0,0,East,
1586,"MARATHAHALLI, BENGALURU,KARNATAKA","₹ 28,000",Apartments,3,2,Furnished,Owner,1600,1580,Yes,4000,4,1,2,East,
1587,"JP NAGAR PHASE 6, BENGALURU,KARNATAKA","₹ 12,000",,,,,,,,,,,,,,
1588,"KSSIDC INDUSTRIAL AREA, HOSAPETE,KARNATAKA","₹ 30,000",Builder Floors,,,Furnished,Owner,196,159,No,,,1,,West,C-11 Industrial Shed
1589,"VIJAYANAGAR STAGE 2, MYSURU,KARNATAKA","₹ 6,000",Builder Floors,1,1,Unfurnished,Owner,185,180,Yes,200,2,0,1,East,
1590,"KULASHEKARA, MANGALURU,KARNATAKA","₹ 11,000",Apartments,2,2,Semi-Furnished,Owner,1030,1030,No,1000,12,1,3,North-East,
1591,"ADIGONDANAHALLI, BENGALURU,KARNATAKA","₹ 10,000",Houses & Villas,3,2,Unfurnished,Owner,1400,2400,Yes,0,1,3,1,East,
1592,"HBR LAYOUT, BENGALURU,KARNATAKA","₹ 10,00,000",Houses & Villas,2,2,Semi-Furnished,,1200,1200,Yes,,3,1,0,East,
1593,"MLA LAYOUT, BENGALURU,KARNATAKA","₹ 13,000",Apartments,2,2,Semi-Furnished,Owner,1070,1070,No,2500,3,1,3,North,
1594,"VARANASI, BENGALURU,KARNATAKA","₹ 12,000",Apartments,2,2,Furnished,Owner,1500,800,Yes,500,5,3+,1,East,
1595,"ULLAL MAIN ROAD, BENGALURU,KARNATAKA","₹ 9,500",Houses & Villas,2,2,Semi-Furnished,Owner,1450,1350,,100,2,2,2,North,BDA
1596,"TATA SILK FARM, BENGALURU,KARNATAKA","₹ 16,00,000",Apartments,2,2,Semi-Furnished,Owner,950,900,Yes,1000,2,0,0,West,
1597,"ANDRAHALLI, BENGALURU,KARNATAKA","₹ 8,000",Houses & Villas,2,1,Unfurnished,Owner,1200,1200,Yes,0,0,2,0,East,
1598,"YELACHENAHALLI, BENGALURU,KARNATAKA","₹ 8,00,000",Builder Floors,2,2,Semi-Furnished,Builder,800,750,Yes,0,3,1,3,West,
1599,"THORAL APARTMENT, HUBBALLI,KARNATAKA","₹ 8,000",Houses & Villas,1,1,Unfurnished,Owner,0,0,No,,,,,,
1600,"RICHARDS TOWN, BENGALURU,KARNATAKA","₹ 11,000",Apartments,2,2,Semi-Furnished,Owner,700,650,Yes,1000,1,0,0,East,
1601,"CHIKKABELLANDUR, BENGALURU,KARNATAKA","₹ 60,000",Houses & Villas,4,4+,Semi-Furnished,Owner,2600,2600,Yes,10000,3,2,0,East,
1602,"PRASHANTH NAGAR, BENGALURU,KARNATAKA","₹ 8,500",Houses & Villas,2,2,Semi-Furnished,Owner,650,600,Yes,0,2,0,2,South,
1603,"KUTHAR, ULLAL,KARNATAKA","₹ 6,000",Apartments,2,2,Semi-Furnished,Dealer,1500,350,,1000,19,1,14,South-East,Siliconia apartments
1604,"KR PURAM, BENGALURU,KARNATAKA","₹ 14,000",Houses & Villas,2,2,Semi-Furnished,Owner,900,900,No,,2,0,0,East,
1605,"HORAMAVU BANASWADI, BENGALURU,KARNATAKA","₹ 25,000",Houses & Villas,3,2,Semi-Furnished,Owner,1500,1500,Yes,1,1,1,1,East,
1606,"HOSKOTE, BENGALURU,KARNATAKA","₹ 6,500",Builder Floors,1,1,Semi-Furnished,Owner,850,900,No,0,3,0,2,East,
1607,"CHIKBASAVANAPURA, BENGALURU,KARNATAKA","₹ 7,499",Houses & Villas,1,1,Unfurnished,Owner,650,1250,No,0,2,0,2,North,
1608,"THIPPENAHALLI, BENGALURU,KARNATAKA","₹ 7,000",Houses & Villas,2,2,Furnished,Owner,600,600,Yes,7000,2,1,2,East,
1609,"ELECTRONIC CITY PHASE I, BENGALURU,KARNATAKA","₹ 38,000",Houses & Villas,3,3,Semi-Furnished,Owner,2000,2200,Yes,5000,2,2,,East,The Lakeview Address Villas
1610,"GIRI NAGAR, BENGALURU,KARNATAKA","₹ 30,000",Houses & Villas,2,2,Semi-Furnished,Dealer,1800,1600,No,0,1,2,1,East,
1611,"SURATHKAL, MANGALURU,KARNATAKA","₹ 10,500",Apartments,2,2,Semi-Furnished,Owner,1290,1315,Yes,2000,,1,,,Road facing appartment well maintained HOSABETTU SURATHKAL
1612,"KONCHADY, MANGALURU,KARNATAKA","₹ 7,500",Apartments,2,2,Unfurnished,Dealer,750,760,Yes,,,,,,
1613,"HBR LAYOUT, BENGALURU,KARNATAKA","₹ 21,000",Houses & Villas,2,2,Furnished,Owner,1080,1080,No,,3,1,1,North,
1614,"KAVOOR, MANGALURU,KARNATAKA","₹ 7,000",Apartments,1,1,Unfurnished,Dealer,670,680,Yes,,,1,,,
1615,"HANUMANTAPURA, TUMAKURU,KARNATAKA","₹ 30,000",Builder Floors,,2,Furnished,Owner,2700,2700,No,27000,0,0,0,West,New gowdown for rent
1616,"DHAVELGERE LAYOUT, CHITRADURGA,KARNATAKA","₹ 5,000",Apartments,2,2,Semi-Furnished,Owner,1200,1200,No,,,1,,West,
1617,"THANISANDRA, BENGALURU,KARNATAKA","₹ 10,999",Apartments,1,1,Furnished,Owner,650,600,Yes,499,4,0,2,East,
1618,"RAJIVGANDHI NAGAR, TUMAKURU,KARNATAKA","₹ 9,500",Builder Floors,2,1,Unfurnished,Owner,700,700,No,,2,,1,East,
1619,"BEGUR SUBHASH NAGAR, BENGALURU,KARNATAKA","₹ 8,000",Builder Floors,2,2,Unfurnished,Owner,600,570,Yes,1000,4,0,3,North,
1620,"BEGUR ROAD, BENGALURU,KARNATAKA","₹ 20,000",Apartments,2,3,Furnished,Owner,1300,1100,Yes,2800,4,1,3,West,
1621,"SBI COLONY, HUBBALLI,KARNATAKA","₹ 6,000",Builder Floors,2,1,Unfurnished,Owner,0,0,Yes,6000,1,,1,North-West,Individual house
1622,"NAGADEVANAHALLI, BENGALURU,KARNATAKA","₹ 5,000",Houses & Villas,1,1,Semi-Furnished,Owner,350,320,Yes,1,2,0,2,East,
1623,"HORAMAVU, BENGALURU,KARNATAKA","₹ 13,00,000",Apartments,2,2,Semi-Furnished,,1280,1280,Yes,3000,4,1,3,East,
1624,"GREEN GLEN LAYOUT, BENGALURU,KARNATAKA","₹ 14,000",Apartments,2,2,Semi-Furnished,Owner,900,800,Yes,1000,4,1,1,East,
1625,"KODICHIKKANAHALLI MAIN ROAD, BENGALURU,KARNATAKA","₹ 16,000",Apartments,2,2,Semi-Furnished,Owner,1160,900,Yes,2000,4,1,3,North,
1626,"ATMANANDA COLONY, BENGALURU,KARNATAKA","₹ 1,50,000",Builder Floors,2,1,Semi-Furnished,Owner,800,1200,Yes,15000,4,0,2,East,
1627,"KONENA AGRAHARA, BENGALURU,KARNATAKA","₹ 12,500",Apartments,1,1,Semi-Furnished,Dealer,600,550,Yes,1000,4,0,2,West,
1628,"VIJAYANAGAR STAGE 4, MYSURU,KARNATAKA","₹ 12,000",Houses & Villas,2,2,Semi-Furnished,Dealer,1200,2400,No,200,2,1,1,East,
1629,"KR PURAM, BENGALURU,KARNATAKA","₹ 8,999",Apartments,1,1,Semi-Furnished,Owner,650,600,Yes,499,3,0,1,East,
1630,"ULSOOR, BENGALURU,KARNATAKA","₹ 25,000",Apartments,2,2,Semi-Furnished,Owner,1100,1000,Yes,3000,4,0,4,East,
1631,"MURUGESHPALYA, BENGALURU,KARNATAKA","₹ 11,000",Builder Floors,1,1,Semi-Furnished,Dealer,520,480,Yes,500,5,0,4,North,
1632,"BENSON TOWN, BENGALURU,KARNATAKA","₹ 6,000",Builder Floors,1,1,Unfurnished,Owner,300,300,Yes,500,3,1,2,East,
1633,"INDUSTRIAL LAYOUT, BENGALURU,KARNATAKA","₹ 1,500",Apartments,,,,,250,250,,,,,,,
1634,"AZAM NAGAR, BELAGAVI,KARNATAKA","₹ 11,000",Apartments,2,2,Unfurnished,Owner,1200,1100,No,,5,1,4,East,Ibrahim Apartment ( Azam Nagar)
1635,"HOODI, BENGALURU,KARNATAKA","₹ 6,999",Apartments,1,1,Furnished,Owner,350,300,Yes,499,4,0,2,North,
1636,"VIKRAMPUR, ATHNI,KARNATAKA","₹ 5,000",Houses & Villas,1,1,Unfurnished,Owner,700,700,,,,,,,
1637,"VIJAYANAGAR STAGE 4, MYSURU,KARNATAKA","₹ 9,500",Houses & Villas,2,2,Unfurnished,Owner,1200,950,No,500,2,1,1,East,
1638,"KUMARASWAMY LAYOUT STAGE 2, BENGALURU,KARNATAKA","₹ 6,500",Houses & Villas,2,1,Unfurnished,Owner,600,50,Yes,100,1,1,0,East,
1639,"ELECTRONIC CITY PHASE II, BENGALURU,KARNATAKA","₹ 19,000",Apartments,3,2,Semi-Furnished,Owner,1290,1100,No,3500,8,1,7,North,
1640,"HORMAVU, BENGALURU,KARNATAKA","₹ 4,999",Apartments,2,2,Semi-Furnished,Owner,800,900,Yes,499,4,0,2,North,
1641,"AMARGOL, HUBBALLI,KARNATAKA","₹ 6,800",Houses & Villas,2,1,Furnished,Owner,850,1200,No,0,2,0,0,East,
1642,"KONENA AGRAHARA, BENGALURU,KARNATAKA","₹ 25,000",Apartments,3,3,Semi-Furnished,Owner,1800,1700,Yes,0,6,0,1,North,
1643,"BAGALAKUNTE, BENGALURU,KARNATAKA","₹ 6,500",Builder Floors,2,1,Unfurnished,Owner,600,520,No,0,2,,1,North,
1644,"SURATHKAL, MANGALURU,KARNATAKA","₹ 15,000",Houses & Villas,3,3,Unfurnished,Dealer,1600,1200,No,,5,1,3,North,3 BHK RESIDENTIAL FLAT IN SURATHKAL
1645,"KHB COLONY, BENGALURU,KARNATAKA","₹ 12,000",Houses & Villas,2,1,Unfurnished,Owner,800,800,Yes,0,3,0,1,East,
1646,"SK GARDEN, BENGALURU,KARNATAKA","₹ 12,500",Houses & Villas,2,2,Semi-Furnished,Owner,750,750,No,500,2,0,1,West,
1647,"KANNAMANGALA, BENGALURU,KARNATAKA","₹ 25,000",Apartments,3,2,Semi-Furnished,Owner,1770,1400,No,4000,19,1,14,West,
1648,"BOMMANAHALLI, BENGALURU,KARNATAKA","₹ 8,000",Builder Floors,1,1,Semi-Furnished,Owner,580,550,Yes,,4,0,1,North,SJR Homes
1649,"THANISANDRA, BENGALURU,KARNATAKA","₹ 3,999",Apartments,1,1,Furnished,Owner,300,350,Yes,499,5,0,2,North,
1650,"NIMISHAMBA LAYOUT, MYSURU,KARNATAKA","₹ 3,500",Houses & Villas,1,1,Semi-Furnished,Owner,150,150,Yes,100,3,1,3,East,
1651,"YARAGANAHALLI, MYSURU,KARNATAKA","₹ 6,600",Houses & Villas,1,2,Semi-Furnished,Owner,600,300,No,,2,,0,,
1652,"BTM LAYOUT, BENGALURU,KARNATAKA","₹ 19,99,999",Apartments,3,3,Semi-Furnished,Owner,1700,1600,No,3000,1,1,4,East,
1653,"BTM LAYOUT, BENGALURU,KARNATAKA","₹ 27,00,000",Houses & Villas,4,3,Semi-Furnished,Owner,1600,1495,No,1000,2,1,1,East,
1654,"BRAHMAPUR, KALABURAGI,KARNATAKA","₹ 9,000",Apartments,2,2,Semi-Furnished,Owner,775,775,No,1000,3,0,2,North,
1655,"SHAKTI NAGAR NEAR VIBHUTI NAGAR, KALABURAGI,KARNATAKA","₹ 3,500",Builder Floors,2,2,Semi-Furnished,Owner,1200,1200,Yes,0,1,2,1,North-West,
1656,"TC PALYA, BENGALURU,KARNATAKA","₹ 18,000",Houses & Villas,2,2,Unfurnished,Owner,1200,1000,No,0,1,2,1,East,
1657,"HULIMAVU, BENGALURU,KARNATAKA","₹ 10,500",Apartments,1,1,Semi-Furnished,Owner,600,500,Yes,1500,3,0,1,North-East,
1658,"HBR LAYOUT, BENGALURU,KARNATAKA","₹ 5,999",Apartments,1,1,Furnished,Owner,350,300,Yes,499,4,0,2,East,
1659,"HULIMAVU, BENGALURU,KARNATAKA","₹ 16,000",Apartments,2,2,Semi-Furnished,Owner,1100,1000,Yes,1500,3,0,1,North-East,
1660,"SURATKAL, MANGALURU,KARNATAKA","₹ 15,000",Houses & Villas,3,3,Semi-Furnished,Dealer,1800,1500,No,,2,1,1,East,CITY LAY OUT
1661,"B NARAYANAPURA, BENGALURU,KARNATAKA","₹ 9,999",Builder Floors,1,1,Semi-Furnished,Owner,500,450,Yes,500,3,1,2,East,
1662,"HENNUR BANDE, BENGALURU,KARNATAKA","₹ 10,000",Apartments,1,1,Semi-Furnished,Owner,500,450,Yes,1000,4,0,1,North,
1663,"BUDIGERE CROSS, BENGALURU,KARNATAKA","₹ 12,000",Apartments,2,2,Semi-Furnished,Owner,900,800,,3000,21,1,5,East,Shriram green fields
1664,"BANASHNAKARI OUTER RING ROAD, BENGALURU,KARNATAKA","₹ 14,000",Houses & Villas,2,2,Semi-Furnished,Owner,600,600,No,13000,4,0,2,,Haza min fazli rabbi
1665,"ELECTRONIC CITY, BENGALURU,KARNATAKA","₹ 25,00,000",Houses & Villas,4,4,Semi-Furnished,Owner,2100,1797,No,5000,1,1,0,East,
1666,"HBR LAYOUT, BENGALURU,KARNATAKA","₹ 21,000",Apartments,2,2,Semi-Furnished,Owner,1125,1125,Yes,1900,4,1,2,West,
1667,"ELECTRONIC CITY, BENGALURU,KARNATAKA","₹ 14,99,999",Apartments,2,2,Semi-Furnished,Owner,1250,1200,No,2000,6,1,1,North,
1668,"YELAHANKA NEW TOWN, BENGALURU,KARNATAKA","₹ 13,999",Apartments,3,3,Furnished,Owner,1200,1000,Yes,999,4,0,2,East,
1669,"UDAYAGIRI KEB COLONY, MYSURU,KARNATAKA","₹ 11,000",Houses & Villas,3,2,Semi-Furnished,Owner,900,900,Yes,11000,3,1,1,North-East,
1670,"AKSHAYA BHANDARA, HUNSUR,KARNATAKA","₹ 7,000",Builder Floors,3,1,Semi-Furnished,Owner,1250,1200,No,,1,1,1,West,Lakshmi nivaas
1671,"RAJENDRA NAGAR, MYSURU,KARNATAKA","₹ 9,00,000",Houses & Villas,2,2,Semi-Furnished,Owner,600,450,No,0,2,1,1,South-East,
1672,"RICHARDS TOWN, BENGALURU,KARNATAKA","₹ 18,00,000",Apartments,2,2,Semi-Furnished,Owner,1300,1200,No,1700,4,1,1,North,
1673,"HORMAVU, BENGALURU,KARNATAKA","₹ 9,999",Apartments,2,2,Semi-Furnished,Owner,900,800,Yes,999,5,0,4,North,
1674,"BENSON TOWN, BENGALURU,KARNATAKA","₹ 9,500",Houses & Villas,2,2,Unfurnished,Owner,350,350,Yes,0,3,0,2,East,
1675,"COWLPET, HOSAPETE,KARNATAKA","₹ 3,000",Houses & Villas,1,1,Furnished,Owner,22,33,Yes,3500,1,0,2,North-East,
1676,"RAJAGOPALA NAGAR, BENGALURU,KARNATAKA","₹ 5,500",Houses & Villas,1,1,Unfurnished,Owner,2500,4855,No,5500,1,1,1,North,
1677,"COX TOWN, BENGALURU,KARNATAKA","₹ 9,999",Apartments,1,1,Furnished,Owner,250,300,Yes,499,3,0,2,East,
1678,"ELECTRONIC CITY PHASE I, BENGALURU,KARNATAKA","₹ 12,500",Apartments,2,2,Semi-Furnished,Owner,850,800,Yes,0,5,,0,East,Kmb Classic
1679,"K R PURAM, BENGALURU,KARNATAKA","₹ 9,50,000",Houses & Villas,2,2,Semi-Furnished,Owner,1200,1150,Yes,1600,3,0,1,North,
1680,"YESWANTHPUR, BENGALURU,KARNATAKA","₹ 6,25,000",Builder Floors,1,1,Unfurnished,Owner,600,550,Yes,500,2,0,0,East,
1681,"SATYAMANAGALA, SATHYAMANGALA,KARNATAKA","₹ 6,500",Houses & Villas,2,1,Furnished,Owner,800,700,Yes,,2,,1,East,Vishnu Maya
1682,"HEBBAL, MYSURU,KARNATAKA","₹ 6,000",Houses & Villas,2,2,Semi-Furnished,Dealer,650,600,Yes,,,,,,Ph9066225065 real estate agent commission
1683,"AKSHAYA NAGAR, BENGALURU,KARNATAKA","₹ 15,99,999",Apartments,2,2,Semi-Furnished,Owner,1300,1200,No,2500,4,1,2,East,
1684,"COX TOWN, BENGALURU,KARNATAKA","₹ 22,999",Apartments,2,2,Semi-Furnished,Owner,900,800,Yes,999,5,0,4,East,
1685,"BASAVESHVARA NAGAR, BENGALURU,KARNATAKA","₹ 25,00,000",Houses & Villas,3,3,Semi-Furnished,Owner,2000,1800,No,,2,1,1,North,Independent House
1686,"MALLESHWARAM, BENGALURU,KARNATAKA","₹ 26,00,000",Apartments,3,3,Semi-Furnished,Owner,1800,1700,No,4000,4,1,2,West,
1687,"HEBBAL STAGE 2, MYSURU,KARNATAKA","₹ 8,000",Houses & Villas,2,1,Semi-Furnished,Owner,600,550,Yes,100,3,1,2,North,
1688,"UDIPI, UDUPI,KARNATAKA","₹ 10,000",Apartments,2,2,Unfurnished,Builder,1285,1105,Yes,,3,1,1,North,LAKSHMI PLATINUM
1689,"DEVARA BEESANA HALLI, BENGALURU,KARNATAKA","₹ 7,999",Apartments,1,1,Semi-Furnished,Owner,650,600,Yes,999,4,0,3,North-East,
1690,"HSR LAYOUT, BENGALURU,KARNATAKA","₹ 20,00,000",Apartments,3,3,Semi-Furnished,Owner,1660,1450,No,2000,2,1,1,North,
1691,"JP NAGAR PHASE 4, BENGALURU,KARNATAKA","₹ 25,00,000",Apartments,3,3,Semi-Furnished,Owner,1500,1400,No,5000,12,1,5,South-East,
1692,"VANASIRI NAGAR, SATTUR,KARNATAKA","₹ 7,000",Houses & Villas,1,1,Unfurnished,Owner,1200,1200,No,7000,2,0,780,North,
1693,"KADUBEESANAHALLI, BENGALURU,KARNATAKA","₹ 7,999",Apartments,1,1,Semi-Furnished,Owner,650,600,Yes,999,3,0,2,North,
1694,"GOVINDAPURA, BENGALURU,KARNATAKA","₹ 5,000",Builder Floors,1,1,Semi-Furnished,Owner,600,600,Yes,5000,3,0,3,West,
1695,"RAMAMURTHY NAGAR, BENGALURU,KARNATAKA","₹ 7,500",Houses & Villas,1,1,Semi-Furnished,Owner,600,550,Yes,600,1,1,1,North-East,
1696,"HBR LAYOUT, BENGALURU,KARNATAKA","₹ 18,000",Houses & Villas,2,3,Semi-Furnished,Dealer,1300,1200,Yes,500,2,1,1,East,
1697,"HULIMAVU, BENGALURU,KARNATAKA","₹ 8,490",Builder Floors,1,1,Semi-Furnished,Owner,600,550,Yes,750,4,0,2,East,
1698,"VAISHNAVI LAYOUT, BENGALURU,KARNATAKA","₹ 5,000",Houses & Villas,1,1,Furnished,Owner,1500,700,Yes,1000,3,1,1,East,
1699,"RAMAMURTHY NAGAR, BENGALURU,KARNATAKA","₹ 10,500",Houses & Villas,2,1,Unfurnished,Owner,800,700,No,0,2,0,1,North,
1700,"HEBBAL STAGE 2 KIADB HOUSING LAYOUT, MYSURU,KARNATAKA","₹ 14,000",Builder Floors,1,2,Semi-Furnished,Dealer,2400,2400,Yes,14000,2,1,2,North-West,
1701,"RAJARAJESHWARI NAGAR, BENGALURU,KARNATAKA","₹ 35,000",Builder Floors,3,2,Semi-Furnished,Dealer,2000,1700,No,3000,3,1,2,North,
1702,"PADAVINANGADY, MANGALURU,KARNATAKA","₹ 7,500",Builder Floors,1,1,Furnished,Owner,561,50,Yes,7500,2,1,1,North,
1703,"SHRINIVAS COLONY, DAVANAGERE,KARNATAKA","₹ 9,500",Houses & Villas,2,1,Unfurnished,Owner,825,690,No,,3,0,1,North,
1704,"CELEBRITY PARADISE LAYOUT, BENGALURU,KARNATAKA","₹ 8,000",Apartments,1,1,Semi-Furnished,Owner,3600,450,,1000,5,1,5,South,apple residency
1705,"SANTHI NAGAR, HASSAN,KARNATAKA","₹ 5,500",Houses & Villas,1,1,Furnished,Owner,1200,1200,No,5600,1,0,1,,Sri rama
1706,"RAMAMURTHY NAGAR, BENGALURU,KARNATAKA","₹ 18,00,000",Apartments,3,2,Semi-Furnished,Owner,1450,1400,No,3000,3,1,3,North,
1707,"DODDANAGAMANGALA, BENGALURU,KARNATAKA","₹ 8,500",Apartments,2,1,Semi-Furnished,Owner,800,550,Yes,,4,1,1,East,Adwani aaeeshs
1708,"BANASHANKARI, BENGALURU,KARNATAKA","₹ 18,00,000",Apartments,3,3,Semi-Furnished,Owner,1600,1450,No,3500,5,1,3,West,
1709,"LAL BAHADUR SHASHTRI NAGAR, SHIVAMOGGA,KARNATAKA","₹ 12,000",Houses & Villas,2,2,Semi-Furnished,Dealer,1500,1500,No,0,0,1,0,West,
1710,"CHANDRA LAYOUT, BENGALURU,KARNATAKA","₹ 12,000",Houses & Villas,2,2,Unfurnished,Owner,3000,3000,Yes,1000,2,1,2,East,
1711,"WILSON GARDEN, BENGALURU,KARNATAKA","₹ 6,000",Houses & Villas,1,1,Furnished,Owner,280,240,Yes,6000,3,0,3,North,
1712,"HAL 3RD STAGE, BENGALURU,KARNATAKA","₹ 1,25,000",Apartments,3,4,Semi-Furnished,Dealer,2200,2450,No,4500,4,,5,South-East,"Luxurious New Pent House in HSR Sector 6, Interiors Designed"
1713,"RACHENAHALLI, BENGALURU,KARNATAKA","₹ 3,999",Apartments,1,1,Furnished,Owner,250,300,Yes,499,5,0,4,East,
1714,"TC PALYA, BENGALURU,KARNATAKA","₹ 9,800",Houses & Villas,2,1,Semi-Furnished,Owner,900,750,No,100,4,0,2,East,
1715,"TAVAREKERE-BTM, BENGALURU,KARNATAKA","₹ 13,000",Apartments,2,2,Semi-Furnished,Owner,750,650,Yes,,4,0,1,East,
1716,"BANASWADI KASTURI NAGAR, BENGALURU,KARNATAKA","₹ 10,000",Builder Floors,1,1,Semi-Furnished,Owner,1000,0,No,500,2,0,0,North-East,
1717,"HBR LAYOUT, BENGALURU,KARNATAKA","₹ 15,00,000",Apartments,2,2,Semi-Furnished,Owner,1400,1250,No,2000,7,1,3,East,
1718,"SHANTHI LAYOUT, BENGALURU,KARNATAKA","₹ 3,50,000",Builder Floors,2,1,Furnished,Owner,1,1,No,1000,1,0,1,North,
1719,"VEERANNAPALYA, BENGALURU,KARNATAKA","₹ 8,999",Apartments,1,1,Semi-Furnished,Owner,650,600,Yes,650,600,2,3,North,
1720,"BANASWADI SUBBAIYA REDDY LAYOUT, BENGALURU,KARNATAKA","₹ 14,000",Builder Floors,2,1,Semi-Furnished,Owner,730,680,Yes,,3,1,1,East,
1721,"SADASHIV NAGAR, TUMAKURU,KARNATAKA","₹ 3,00,000",Houses & Villas,,,,,910,910,Yes,,,,,,
1722,"DODDANEKUNDI, BENGALURU,KARNATAKA","₹ 7,999",Apartments,1,1,Semi-Furnished,Owner,650,600,Yes,999,4,0,2,North-East,
1723,"MARATHAHALLI, BENGALURU,KARNATAKA","₹ 8,999",Apartments,1,1,Semi-Furnished,Owner,650,600,Yes,999,4,0,3,South,
1724,"HBR LAYOUT, BENGALURU,KARNATAKA","₹ 15,00,000",Apartments,2,2,Semi-Furnished,Dealer,1200,1100,No,3000,3,1,1,North-East,
1725,"RAJIV NAGAR STAGE 1, MYSURU,KARNATAKA","₹ 26,000",Houses & Villas,3,3,Semi-Furnished,Owner,2400,2000,No,,1,,1,North,Basera
1726,"HOYSALA NAGAR HORMAVU, BENGALURU,KARNATAKA","₹ 3,000",Houses & Villas,1,1,Unfurnished,Owner,500,500,Yes,,,,,,
1727,"HSR LAYOUT, BENGALURU,KARNATAKA","₹ 23,58,033",Houses & Villas,3,3,Semi-Furnished,Owner,2450,2358,No,2000,2,1,1,East,
1728,"HRBR LAYOUT, BENGALURU,KARNATAKA","₹ 4,999",Apartments,1,1,Furnished,Owner,250,300,Yes,499,4,0,3,North-East,
1729,"MOODABIDRI, MOODABIDRI,KARNATAKA","₹ 10,000",Houses & Villas,2,2,Unfurnished,Owner,1000,1000,No,0,0,1,0,East,
1730,"RAJAJI NAGAR, BENGALURU,KARNATAKA","₹ 14,750",Houses & Villas,3,2,Semi-Furnished,Owner,1200,900,Yes,0,3,0,1,East,
1731,"RAJARAJESHWARI NAGAR, BENGALURU,KARNATAKA","₹ 30,000",Houses & Villas,3,4+,Semi-Furnished,Dealer,3000,2600,No,1000,4,1,2,North,
1732,"ARAKERE, BENGALURU,KARNATAKA","₹ 7,490",Builder Floors,1,1,Semi-Furnished,Owner,550,500,Yes,500,5,0,1,East,
1733,"SHAMPURA, BENGALURU,KARNATAKA","₹ 13,000",Builder Floors,2,2,Semi-Furnished,Owner,700,700,Yes,0,3,0,123,East,
1734,"MALLATHAHALLI, BENGALURU,KARNATAKA","₹ 6,999",Houses & Villas,1,1,Furnished,Owner,300,300,Yes,0,6,1,1,North-East,
1735,"MAHALBAGAYAT INDUSTRIAL AREA, VIJAYAPURA,KARNATAKA","₹ 4,000",Houses & Villas,1,,Unfurnished,Owner,200,20,No,0,0,1,0,East,2 ROOM FOR RENT
1736,"HORAMAVU, BENGALURU,KARNATAKA","₹ 15,500",Apartments,2,2,Semi-Furnished,Owner,1050,950,No,1500,3,1,1,East,
1737,"HEBBAL LOKANAYAKANAGAR, MYSURU,KARNATAKA","₹ 3,500",Builder Floors,1,1,,Owner,0,0,Yes,1,5,1,5,East,Bachelor room
1738,"KUVEMPU NAGAR STAGE 1, MYSURU,KARNATAKA","₹ 15,000",Houses & Villas,2,2,Furnished,Dealer,1200,1200,No,,2,1,1,East,30/ 40 ground floor house for rent
1739,"MAHADEVAPURA, BENGALURU,KARNATAKA","₹ 6,999",Apartments,1,1,Furnished,Owner,250,300,Yes,499,4,0,2,North,
1740,"KOTTARA, MANGALURU,KARNATAKA","₹ 8,000",Houses & Villas,1,1,Furnished,Dealer,600,650,Yes,,,,,,
1741,"PRITHVI LAYOUT, BENGALURU,KARNATAKA","₹ 17,500",Apartments,2,2,Semi-Furnished,Owner,850,500,No,,4,3+,4,East,Sai sadan
1742,"KUDLU, BENGALURU,KARNATAKA","₹ 8,500",Houses & Villas,1,1,Semi-Furnished,Owner,500,400,No,0,3,1,3,North-East,
1743,"ITPL ROAD, BENGALURU,KARNATAKA","₹ 9,999",Apartments,2,2,Semi-Furnished,Owner,900,800,Yes,999,5,1,4,East,
1744,"BEJAI, MANGALURU,KARNATAKA","₹ 6,000",Houses & Villas,1,1,Furnished,Dealer,240,250,Yes,,,0,,,
1745,"RAJAJI NAGAR, BENGALURU,KARNATAKA","₹ 14,650",Houses & Villas,3,2,Semi-Furnished,Owner,1200,900,Yes,0,3,0,0,East,
1746,"RAJARAJESHWARI NAGAR, BENGALURU,KARNATAKA","₹ 21,500",Apartments,3,2,Semi-Furnished,Dealer,1600,1400,No,2300,4,1,3,East,
1747,"BEJAI, MANGALURU,KARNATAKA","₹ 12,000",Houses & Villas,2,2,Semi-Furnished,,1000,1000,Yes,,2,1,0,,
1748,"BAJPE, MANGALURU,KARNATAKA","₹ 6,000",Apartments,2,2,Semi-Furnished,Owner,1000,800,No,200,1,1,1,East,
1749,"BEJAI, MANGALURU,KARNATAKA","₹ 10,000",Apartments,1,1,Unfurnished,Dealer,650,650,No,,3,0,3,,
1750,"MABAGAYAT, VIJAYAPURA,KARNATAKA","₹ 8,500",Apartments,1,2,Semi-Furnished,Owner,1200,1000,Yes,500,3,3+,1,North-East,
